%mand_s=2.52004e+07 kt02=7.44374 p_pdf=13200
%num_elements=256
%num_sum_1=4
%num_sum_2=4
%num_sum_3=4
%num_T_AA(0)=2
%num_T_BB(0)=2

%sum_1
0 1.5 3 4.5 

%sum_2
0 1.5 3 4.5 

%sum_3
0 3.66667 7.33333 11 

%T_AA(0)
30 46 

%T_BB(0)
30 46 

%sigma_jet_values
124.664 124.664 
124.664 124.664 

282.195 227.4 
227.4 191.665 

439.722 330.136 
330.136 258.668 

597.252 432.873 
432.873 325.669 


-40.6788 16.8316 
-40.6788 16.8316 

116.851 119.568 
62.0582 83.8338 

274.381 222.305 
164.795 150.836 

431.911 325.042 
267.532 217.839 


-206.018 -90.9998 
-206.018 -90.9998 

-48.4911 11.7366 
-103.284 -23.998 

109.039 114.473 
-0.547045 43.0044 

266.57 217.211 
102.188 110.006 


-371.363 -198.832 
-371.363 -198.832 

-213.833 -96.0953 
-268.627 -131.829 

-56.3031 6.64176 
-165.889 -64.8275 

101.227 109.379 
-63.1522 2.17492 



-40.6788 -40.6788 
16.8315 16.8315 

116.851 62.0582 
119.568 83.8337 

274.381 164.795 
222.305 150.836 

431.912 267.532 
325.042 217.839 


-206.021 -148.511 
-148.511 -91 

-48.4914 -45.7737 
-45.7737 -23.998 

109.039 56.9634 
56.9633 43.0045 

266.569 159.7 
159.7 110.007 


-371.362 -256.343 
-313.852 -198.832 

-213.834 -153.604 
-211.114 -131.83 

-56.3031 -50.8689 
-108.379 -64.8275 

101.227 51.8685 
-5.6419 2.17492 


-536.703 -364.174 
-479.195 -306.663 

-379.172 -261.438 
-376.456 -239.662 

-221.645 -158.7 
-273.722 -172.66 

-64.1152 -55.9635 
-170.984 -105.657 



-206.02 -206.02 
-91.0002 -91.0002 

-48.4911 -103.284 
11.7366 -23.998 

109.039 -0.547045 
114.473 43.0044 

266.569 102.19 
217.211 110.007 


-371.364 -313.854 
-256.343 -198.832 

-213.834 -211.117 
-153.606 -131.83 

-56.3034 -108.379 
-50.8686 -64.8275 

101.227 -5.64189 
51.8686 2.17492 


-536.702 -421.685 
-421.691 -306.664 

-379.177 -318.949 
-318.949 -239.662 

-221.645 -216.211 
-216.211 -172.66 

-64.1152 -113.474 
-113.474 -105.657 


-702.047 -529.514 
-587.027 -414.5 

-544.516 -426.78 
-484.29 -347.494 

-386.988 -324.043 
-381.551 -280.492 

-229.457 -221.306 
-278.816 -213.489 



-371.365 -371.365 
-198.832 -198.832 

-213.834 -268.627 
-96.0956 -131.83 

-56.3031 -165.889 
6.64176 -64.8275 

101.227 -63.1522 
109.378 2.17492 


-536.705 -479.195 
-364.177 -306.666 

-379.177 -376.459 
-261.438 -239.663 

-221.646 -273.721 
-158.701 -172.659 

-64.1152 -170.985 
-55.9638 -105.657 


-702.048 -587.026 
-529.514 -414.495 

-544.519 -484.291 
-426.781 -347.494 

-386.987 -381.554 
-324.043 -280.492 

-229.457 -278.816 
-221.306 -213.489 


-867.389 -694.858 
-694.858 -522.325 

-709.861 -592.123 
-592.124 -455.326 

-552.331 -489.386 
-489.386 -388.324 

-394.8 -386.648 
-386.65 -321.321 



