%mand_s=2.52004e+07 kt02=7.44374 p_pdf=13200
%num_elements=4225
%num_sum_T_pp_A=13
%num_sum_T_pp_B=13
%num_T_AA(0)=5
%num_T_BB(0)=5

%sum_T_pp_A
0.03411 0.0821008 0.130092 0.178083 0.226073 0.274064 0.322055 0.370046 0.418037 0.466028 0.514018 0.562009 0.61 

%sum_T_pp_B
0.03411 0.0821008 0.130092 0.178083 0.226073 0.274064 0.322055 0.370046 0.418037 0.466028 0.514018 0.562009 0.61 

%T_AA(0)
30 34 38 42 46 

%T_BB(0)
30 34 38 42 46 

%sigma_jet_values
117.194 117.63 117.975 118.254 118.484 
117.63 118.068 118.413 118.692 118.923 
117.975 118.413 118.758 119.038 119.269 
118.254 118.692 119.038 119.318 119.549 
118.484 118.923 119.269 119.549 119.781 

111.974 113.025 113.855 114.526 115.08 
112.402 113.455 114.285 114.958 115.513 
112.74 113.794 114.626 115.299 115.855 
113.014 114.069 114.901 115.575 116.132 
113.24 114.296 115.129 115.803 116.361 

106.754 108.42 109.733 110.797 111.676 
107.174 108.842 110.158 111.223 112.104 
107.506 109.175 110.493 111.56 112.441 
107.774 109.445 110.764 111.832 112.715 
107.996 109.668 110.989 112.058 112.94 

101.535 103.814 105.613 107.069 108.272 
101.946 104.229 106.031 107.489 108.695 
102.271 104.557 106.361 107.821 109.027 
102.534 104.822 106.628 108.09 109.297 
102.752 105.041 106.849 108.312 109.52 

96.3152 99.2079 101.492 103.341 104.868 
96.7185 99.6159 101.903 103.755 105.285 
97.0369 99.9379 102.228 104.082 105.614 
97.2949 100.199 102.491 104.347 105.88 
97.5078 100.414 102.708 104.566 106.1 

91.0955 94.6024 97.3709 99.6121 101.463 
91.4907 95.003 97.7761 100.021 101.875 
91.8026 95.3193 98.0959 100.343 102.2 
92.055 95.5754 98.3546 100.605 102.463 
92.2636 95.7869 98.5683 100.822 102.68 

85.8763 89.9969 93.2501 95.8838 98.0596 
86.263 90.3902 93.6486 96.2864 98.4657 
86.5687 90.7007 93.9633 96.6043 98.7859 
86.8157 90.952 94.218 96.8618 99.0454 
87.0197 91.1594 94.4284 97.0744 99.2598 

80.6563 85.3917 89.1297 92.1555 94.6554 
81.0349 85.7775 89.5215 92.5527 95.0561 
81.3338 86.0827 89.8309 92.8636 95.3724 
81.5757 86.3293 90.0814 93.1195 95.6285 
81.7757 86.5331 90.2884 93.3289 95.8401 

75.4367 80.7857 85.0091 88.4277 91.2512 
75.8072 81.1645 85.3945 88.8183 91.6466 
76.0993 81.4636 85.699 89.1268 91.9587 
76.3359 81.7056 85.9452 89.3766 92.2113 
76.5314 81.9057 86.1486 89.5839 92.42 

