///eta bin walls:  -7.5 -7.375 -7.25 -7.125 -7 -6.875 -6.75 -6.625 -6.5 -6.375 -6.25 -6.125 -6 -5.875 -5.75 -5.625 -5.5 -5.375 -5.25 -5.125 -5 -4.875 -4.75 -4.625 -4.5 -4.375 -4.25 -4.125 -4 -3.875 -3.75 -3.625 -3.5 -3.375 -3.25 -3.125 -3 -2.875 -2.75 -2.625 -2.5 -2.375 -2.25 -2.125 -2 -1.875 -1.75 -1.625 -1.5 -1.375 -1.25 -1.125 -1 -0.875 -0.75 -0.625 -0.5 -0.375 -0.25 -0.125 0 0.125 0.25 0.375 0.5 0.625 0.75 0.875 1 1.125 1.25 1.375 1.5 1.625 1.75 1.875 2 2.125 2.25 2.375 2.5 2.625 2.75 2.875 3 3.125 3.25 3.375 3.5 3.625 3.75 3.875 4 4.125 4.25 4.375 4.5 4.625 4.75 4.875 5 5.125 5.25 5.375 5.5 5.625 5.75 5.875 6 6.125 6.25 6.375 6.5 6.625 6.75 6.875 7 7.125 7.25 7.375 7.5 
2.72832 3.83782 0 0 0 0 0 2.6399e-07 7.78555e-05 0.00115471 0.00634261 0.0212929 0.0530458 0.108133 0.191051 0.303531 0.444561 0.611011 0.798516 1.00233 1.21804 1.44201 1.67161 1.90524 2.14208 2.38219 2.62628 2.87516 3.12997 3.391 3.65964 3.93645 4.22152 4.51464 4.81562 5.12386 5.43883 5.75886 6.08336 6.4103 6.73828 7.0661 7.39142 7.71359 8.03012 8.33937 8.64004 8.93014 9.20838 9.4731 9.72292 9.95663 10.1728 10.3707 10.5492 10.7076 10.845 10.9609 11.0548 11.1259 11.1737 11.1977 11.1977 11.1737 11.1259 11.0548 10.9609 10.845 10.7076 10.5492 10.3707 10.1728 9.95663 9.72292 9.4731 9.20838 8.93014 8.64004 8.33937 8.03012 7.71359 7.39142 7.0661 6.73828 6.4103 6.08336 5.75886 5.43883 5.12386 4.81562 4.51464 4.22152 3.93645 3.65964 3.391 3.12997 2.87516 2.62628 2.38219 2.14208 1.90524 1.67161 1.44201 1.21804 1.00233 0.798516 0.611011 0.444561 0.303531 0.191051 0.108133 0.0530458 0.0212929 0.00634261 0.00115471 7.78555e-05 2.6399e-07 0 0 0 0 0 
3.83782 5.3985 0 0 0 0 0 0 0 0 6.7611e-07 5.69496e-05 0.000599097 0.00280591 0.00858365 0.0201404 0.0393543 0.067526 0.105052 0.151544 0.205973 0.267062 0.33327 0.403244 0.475854 0.550236 0.625833 0.702345 0.779696 0.858016 0.937454 1.0183 1.1007 1.18485 1.27082 1.35862 1.44824 1.53948 1.63214 1.72593 1.82042 1.91523 2.0098 2.10384 2.19663 2.28777 2.37671 2.46294 2.54597 2.62512 2.70024 2.77056 2.83585 2.89572 2.9498 2.9979 3.03962 3.07491 3.10345 3.12504 3.13957 3.14687 3.14687 3.13957 3.12504 3.10345 3.07491 3.03962 2.9979 2.9498 2.89572 2.83585 2.77056 2.70024 2.62512 2.54597 2.46294 2.37671 2.28777 2.19663 2.10384 2.0098 1.91523 1.82042 1.72593 1.63214 1.53948 1.44824 1.35862 1.27082 1.18485 1.1007 1.0183 0.937454 0.858016 0.779696 0.702345 0.625833 0.550236 0.475854 0.403244 0.33327 0.267062 0.205973 0.151544 0.105052 0.067526 0.0393543 0.0201404 0.00858365 0.00280591 0.000599097 5.69496e-05 6.7611e-07 0 0 0 0 0 0 0 0 
5.3985 7.59385 0 0 0 0 0 0 0 0 0 0 3.35519e-12 9.01479e-07 3.41718e-05 0.000274029 0.00112234 0.00316864 0.00703404 0.0132466 0.0221216 0.0337386 0.0479569 0.0644733 0.0828799 0.102771 0.123756 0.145473 0.167681 0.190201 0.212936 0.235815 0.25891 0.282233 0.305789 0.329639 0.353804 0.378303 0.403118 0.428195 0.453542 0.478988 0.504509 0.529935 0.555135 0.580045 0.604459 0.628202 0.65117 0.673219 0.694141 0.713893 0.73225 0.749152 0.764452 0.778102 0.789971 0.800006 0.808132 0.814286 0.81844 0.820516 0.820516 0.81844 0.814286 0.808132 0.800006 0.789971 0.778102 0.764452 0.749152 0.73225 0.713893 0.694141 0.673219 0.65117 0.628202 0.604459 0.580045 0.555135 0.529935 0.504509 0.478988 0.453542 0.428195 0.403118 0.378303 0.353804 0.329639 0.305789 0.282233 0.25891 0.235815 0.212936 0.190201 0.167681 0.145473 0.123756 0.102771 0.0828799 0.0644733 0.0479569 0.0337386 0.0221216 0.0132466 0.00703404 0.00316864 0.00112234 0.000274029 3.41718e-05 9.01479e-07 3.35519e-12 0 0 0 0 0 0 0 0 0 0 
7.59385 10.682 0 0 0 0 0 0 0 0 0 0 0 0 0 5.0554e-10 8.26027e-07 1.77858e-05 0.000114309 0.000416709 0.00109305 0.00231108 0.00420184 0.00683827 0.0102295 0.0143279 0.0190449 0.024269 0.029883 0.0357743 0.0418582 0.048058 0.0543263 0.0606262 0.0669385 0.0732736 0.0796281 0.0860003 0.0923996 0.0988358 0.105289 0.111776 0.118258 0.124729 0.13116 0.13752 0.143774 0.149891 0.155828 0.161544 0.166998 0.172154 0.176978 0.181431 0.185482 0.189102 0.192261 0.194935 0.197107 0.198751 0.199858 0.200417 0.200417 0.199858 0.198751 0.197107 0.194935 0.192261 0.189102 0.185482 0.181431 0.176978 0.172154 0.166998 0.161544 0.155828 0.149891 0.143774 0.13752 0.13116 0.124729 0.118258 0.111776 0.105289 0.0988358 0.0923996 0.0860003 0.0796281 0.0732736 0.0669385 0.0606262 0.0543263 0.048058 0.0418582 0.0357743 0.029883 0.024269 0.0190449 0.0143279 0.0102295 0.00683827 0.00420184 0.00231108 0.00109305 0.000416709 0.000114309 1.77858e-05 8.26027e-07 5.0554e-10 0 0 0 0 0 0 0 0 0 0 0 0 0 
10.682 15.0259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.63816e-09 5.84054e-07 8.22256e-06 4.39905e-05 0.000144843 0.000355848 0.000719089 0.00126524 0.00200931 0.00294995 0.00407198 0.00535041 0.00675506 0.00825494 0.00982118 0.0114296 0.0130606 0.0146995 0.0163373 0.0179707 0.0195972 0.0212143 0.022823 0.0244224 0.0260143 0.0275933 0.0291575 0.0307012 0.0322181 0.033707 0.0351513 0.0365474 0.0378829 0.039149 0.040337 0.0414368 0.0424407 0.043339 0.0441276 0.0447963 0.0453402 0.0457527 0.0460314 0.0461714 0.0461714 0.0460314 0.0457527 0.0453402 0.0447963 0.0441276 0.043339 0.0424407 0.0414368 0.040337 0.039149 0.0378829 0.0365474 0.0351513 0.033707 0.0322181 0.0307012 0.0291575 0.0275933 0.0260143 0.0244224 0.022823 0.0212143 0.0195972 0.0179707 0.0163373 0.0146995 0.0130606 0.0114296 0.00982118 0.00825494 0.00675506 0.00535041 0.00407198 0.00294995 0.00200931 0.00126524 0.000719089 0.000355848 0.000144843 4.39905e-05 8.22256e-06 5.84054e-07 2.63816e-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15.0259 21.1363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.75775e-09 3.41315e-07 3.45064e-06 1.58134e-05 4.75801e-05 0.000110153 0.000213464 0.000364197 0.000564961 0.000814403 0.00110791 0.00143865 0.00179875 0.0021802 0.00257569 0.002979 0.00338509 0.0037902 0.0041922 0.00458938 0.00498094 0.00536692 0.00574553 0.00611765 0.00648249 0.00683889 0.0071859 0.00752334 0.00784782 0.0081588 0.00845368 0.00873045 0.00898714 0.00922212 0.00943258 0.0096173 0.00977444 0.00990247 0.0100007 0.0100661 0.0100993 0.0100993 0.0100661 0.0100007 0.00990247 0.00977444 0.0096173 0.00943258 0.00922212 0.00898714 0.00873045 0.00845368 0.0081588 0.00784782 0.00752334 0.0071859 0.00683889 0.00648249 0.00611765 0.00574553 0.00536692 0.00498094 0.00458938 0.0041922 0.0037902 0.00338509 0.002979 0.00257569 0.0021802 0.00179875 0.00143865 0.00110791 0.000814403 0.000564961 0.000364197 0.000213464 0.000110153 4.75801e-05 1.58134e-05 3.45064e-06 3.41315e-07 4.75775e-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
21.1363 29.7316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.31879e-13 5.04178e-09 1.71944e-07 1.33339e-06 5.35062e-06 1.48518e-05 3.25621e-05 6.06872e-05 0.000100554 0.000152488 0.000215883 0.000289424 0.000371259 0.000459415 0.00055193 0.000646952 0.000742966 0.000838748 0.000933308 0.00102614 0.00111686 0.00120515 0.00129071 0.00137342 0.00145336 0.00153021 0.00160371 0.00167364 0.00173969 0.00180151 0.00185874 0.00191101 0.0019579 0.00199903 0.00203404 0.00206252 0.00208429 0.00209885 0.00210626 0.00210626 0.00209885 0.00208429 0.00206252 0.00203404 0.00199903 0.0019579 0.00191101 0.00185874 0.00180151 0.00173969 0.00167364 0.00160371 0.00153021 0.00145336 0.00137342 0.00129071 0.00120515 0.00111686 0.00102614 0.000933308 0.000838748 0.000742966 0.000646952 0.00055193 0.000459415 0.000371259 0.000289424 0.000215883 0.000152488 0.000100554 6.06872e-05 3.25621e-05 1.48518e-05 5.35062e-06 1.33339e-06 1.71944e-07 5.04178e-09 1.31879e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
29.7316 41.8222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.21332e-12 3.84654e-09 7.6729e-08 4.78856e-07 1.71167e-06 4.41724e-06 9.20969e-06 1.65456e-05 2.66565e-05 3.95384e-05 5.49775e-05 7.26088e-05 9.19654e-05 0.000112562 0.000133911 0.000155587 0.000177226 0.000198534 0.000219301 0.000239354 0.000258643 0.00027709 0.000294564 0.000311122 0.000326696 0.000341266 0.000354765 0.000367168 0.00037843 0.00038848 0.000397266 0.000404728 0.000410787 0.000415401 0.000418522 0.000420072 0.000420072 0.000418522 0.000415401 0.000410787 0.000404728 0.000397266 0.00038848 0.00037843 0.000367168 0.000354765 0.000341266 0.000326696 0.000311122 0.000294564 0.00027709 0.000258643 0.000239354 0.000219301 0.000198534 0.000177226 0.000155587 0.000133911 0.000112562 9.19654e-05 7.26088e-05 5.49775e-05 3.95384e-05 2.66565e-05 1.65456e-05 9.20969e-06 4.41724e-06 1.71167e-06 4.78856e-07 7.6729e-08 3.84654e-09 4.21332e-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
41.8222 58.8296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3969e-11 2.32861e-09 3.08884e-08 1.60789e-07 5.18884e-07 1.25288e-06 2.4925e-06 4.32404e-06 6.77942e-06 9.83729e-06 1.34319e-05 1.7466e-05 2.18273e-05 2.63967e-05 3.10635e-05 3.57291e-05 4.0312e-05 4.47449e-05 4.89842e-05 5.29974e-05 5.67661e-05 6.02695e-05 6.35048e-05 6.64674e-05 6.9154e-05 7.15623e-05 7.36915e-05 7.55307e-05 7.70847e-05 7.83482e-05 7.93053e-05 7.99503e-05 8.02733e-05 8.02733e-05 7.99503e-05 7.93053e-05 7.83482e-05 7.70847e-05 7.55307e-05 7.36915e-05 7.15623e-05 6.9154e-05 6.64674e-05 6.35048e-05 6.02695e-05 5.67661e-05 5.29974e-05 4.89842e-05 4.47449e-05 4.0312e-05 3.57291e-05 3.10635e-05 2.63967e-05 2.18273e-05 1.7466e-05 1.34319e-05 9.83729e-06 6.77942e-06 4.32404e-06 2.4925e-06 1.25288e-06 5.18884e-07 1.60789e-07 3.08884e-08 2.32861e-09 1.3969e-11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
58.8296 82.7532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.95391e-11 1.17972e-09 1.13489e-08 5.06191e-08 1.49072e-07 3.38513e-07 6.44298e-07 1.08066e-06 1.64944e-06 2.34109e-06 3.13706e-06 4.01319e-06 4.94261e-06 5.89838e-06 6.85611e-06 7.7947e-06 8.69651e-06 9.54848e-06 1.03426e-05 1.10724e-05 1.17354e-05 1.23308e-05 1.28573e-05 1.33175e-05 1.37126e-05 1.4042e-05 1.43069e-05 1.45068e-05 1.46404e-05 1.47079e-05 1.47079e-05 1.46404e-05 1.45068e-05 1.43069e-05 1.4042e-05 1.37126e-05 1.33175e-05 1.28573e-05 1.23308e-05 1.17354e-05 1.10724e-05 1.03426e-05 9.54848e-06 8.69651e-06 7.7947e-06 6.85611e-06 5.89838e-06 4.94261e-06 4.01319e-06 3.13706e-06 2.34109e-06 1.64944e-06 1.08066e-06 6.44298e-07 3.38513e-07 1.49072e-07 5.06191e-08 1.13489e-08 1.17972e-09 1.95391e-11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
